familia,especie,categoria_listaroja,temperatura_promedio_anual,precipitacion_promedio_anual
Fabaceae,Abarema adenophora,Least Concern,25.74282055267921,227.51923076923077
Fabaceae,Abarema barbouriana,Least Concern,24.80527851373787,238.86635220125785
Fabaceae,Abarema macradenia,Least Concern,25.325773189977273,241.37113402061857
Fabaceae,Abarema racemiflora,Least Concern,21.42671572928335,222.01225490196077
Euphorbiaceae,Acalypha diversifolia,Least Concern,23.78657043410178,209.37624378109453
Euphorbiaceae,Adelia triloba,Least Concern,25.011762343715443,213.9653110047847
Lamiaceae,Aegiphila anomala,Least Concern,22.644512195251174,247.98441734417344
Lamiaceae,Aegiphila costaricensis,Least Concern,23.737780455213326,233.765625
Lamiaceae,Aegiphila odontophylla,Least Concern,15.160995359773988,233.02314814814815
Lamiaceae,Aegiphila panamensis,Least Concern,24.754067638601782,203.9501828153565
Lamiaceae,Aegiphila valerioi,Least Concern,20.083095250810896,229.85119047619048
Opiliaceae,Agonandra macrocarpa,Near Threatened,25.60579708520917,127.20833333333333
Lauraceae,Aiouea chavarriana,Vulnerable,24.583055554495918,292.98055555555555
Lauraceae,Aiouea hammeliana,Least Concern,18.28177969603889,232.4406779661017
Lauraceae,Aiouea montana,Least Concern,21.789680233759473,164.66666666666666
Lauraceae,Aiouea neurophylla,Least Concern,24.231048381456766,248.80913978494624
Lauraceae,Aiouea pittieri,Least Concern,19.696130972533,209.17559523809524
Lauraceae,Aiouea talamancensis,,,
Fabaceae,Albizia adinocephala,Least Concern,24.16807063506997,178.34284420289856
Fabaceae,Albizia niopoides,Least Concern,24.429912649214355,123.35352983988355
Euphorbiaceae,Alchornea costaricensis,Least Concern,25.298759670405424,242.16317829457364
Euphorbiaceae,Alchornea glandulosa,Least Concern,21.261848946490016,170.11572265625
Euphorbiaceae,Alchornea guatemalensis,Endangered,16.22666666507721,245.05
Euphorbiaceae,Alchornea latifolia,Least Concern,22.198619281232748,195.40253267973856
Euphorbiaceae,Alchorneopsis floribunda,Least Concern,25.162754514870635,229.17684700407213
Juglandaceae,Alfaroa costaricensis,Least Concern,17.42457627711323,234.87782485875707
Juglandaceae,Alfaroa manningii,Near Threatened,21.937590593877047,228.8125
Rubiaceae,Alibertia atlantica,Least Concern,25.23061400631018,281.53245614035086
Rubiaceae,Alibertia dwyeri,,,
Rubiaceae,Alibertia edulis,Least Concern,24.702790498715316,162.9726294090701
Rubiaceae,Alibertia utleyorum,Vulnerable,25.535483908909622,262.61021505376345
Sapindaceae,Allophylus gentryi,Least Concern,24.609210499545984,237.109649122807
Sapindaceae,Allophylus psilospermus,Least Concern,23.37374918130871,218.9335607537362
Sapindaceae,Allophylus racemosus,Least Concern,23.373019419621638,210.6177130044843
Betulaceae,Alnus acuminata,Least Concern,,
Rubiaceae,Alseis costaricensis,Near Threatened,25.559150377909344,233.88888888888889
Simarubaceae,Alvaradoa amorphoides,Least Concern,24.36589126807943,102.46591683708247
Alzateaceae,Alzatea verticillata,Least Concern,18.498155241249172,176.75254452926208
Rubiaceae,Amaioua glomerulata,Least Concern,25.362639149988443,190.13729128014842
Rubiaceae,Amaioua pedicellata,Near Threatened,22.069248862109834,274.73474178403757
Ulmaceae,Ampelocera macrocarpa,Least Concern,25.057712167933367,258.0652173913044
Bignoniaceae,Amphitecna isthmica,Near Threatened,24.306439373228287,243.5429292929293
Bignoniaceae,Amphitecna sessilifolia,Least Concern,17.583508786820527,247.67894736842106
Rutaceae,Amyris balsamifera,Least Concern,24.01344937111255,123.47521097046413
Rutaceae,Amyris pinnata,Least Concern,23.55243270293526,165.26966873706004
Anacardiaceae,Anacardium excelsum,Least Concern,25.268165772764352,193.1439594356261
Annonaceae,Anaxagorea crassipetala,Least Concern,25.44635231384603,277.89916963226574
Annonaceae,Anaxagorea phaeocarpa,Least Concern,25.556948662284398,271.9418429003021
Fabaceae,Andira inermis,Least Concern,,
Lauraceae,Aniba venezuelana,Least Concern,23.799116194850267,273.2550505050505
Annonaceae,Annona amazonica,Least Concern,25.29053502023956,215.90226337448559
Annonaceae,Annona danforthii,Least Concern,23.521666754616632,301.39722222222224
Annonaceae,Annona glabra,Least Concern,25.47795437833016,147.1449353448276
Annonaceae,Annona montana,Least Concern,24.449006520980618,151.19810201660735
Annonaceae,Annona mucosa,Least Concern,24.019202297193964,196.4608004385965
Annonaceae,Annona papilionella,Least Concern,24.633880592460063,232.8917910447761
Annonaceae,Annona pittieri,Least Concern,23.22916666085158,265.1656504065041
Annonaceae,Annona purpurea,Least Concern,24.58118384461554,136.60152116402116
Annonaceae,Annona reticulata,Least Concern,24.907034405973437,123.27260458839406
Caryocaraceae,Anthodiscus chocoensis,Endangered,25.520694438616434,307.81944444444446
Malvaceae,Apeiba membranacea,Least Concern,25.128398940068845,245.103937007874
Malvaceae,Apeiba tibourbou,Least Concern,25.260904946416204,177.54025607638889
Rubiaceae,Arachnothryx aspera,Near Threatened,21.325586843938336,195.8931924882629
Rubiaceae,Arachnothryx bertieroides,Least Concern,23.42425148453779,236.62724550898204
Rubiaceae,Arachnothryx buddleioides,Least Concern,20.19393939787808,205.84787390029325
Rubiaceae,Arachnothryx calycosa,Vulnerable,19.289864823624896,261.2454954954955
Araliaceae,Aralia excelsa,Least Concern,25.45818713533948,130.48026315789474
Primulaceae,Ardisia capitellata,Vulnerable,18.217424222917266,258.49242424242425
Primulaceae,Ardisia compressa,Least Concern,21.28267427778063,156.35640050697086
Primulaceae,Ardisia dodgei,Endangered,25.005459695026794,263.8965517241379
Primulaceae,Ardisia dunlapiana,Endangered,25.457253041090787,270.1188271604938
Primulaceae,Ardisia fimbrillifera,Least Concern,24.793032768645574,300.0075136612022
Primulaceae,Ardisia glandulosomarginata,Least Concern,15.261586758371902,216.3898401826484
Primulaceae,Ardisia opegrapha,Least Concern,23.63861654353644,243.80156136528686
Primulaceae,Ardisia palmana,Least Concern,19.003414348319726,249.27951388888889
Primulaceae,Ardisia pleurobotrya,Vulnerable,12.997028970027316,211.76884057971014
Primulaceae,Ardisia revoluta,Least Concern,23.51089577229243,125.85346683893195
Primulaceae,Ardisia standleyana,,,
Apocynaceae,Aspidosperma crypticum,,,
Apocynaceae,Aspidosperma megalocarpon,Least Concern,25.21956214931725,177.02071563088512
Apocynaceae,Aspidosperma myristicifolium,Least Concern,25.063785982720646,224.0812757201646
Arecaceae,Astrocaryum alatum,Near Threatened,25.111991876509133,247.84146341463415
Arecaceae,Astrocaryum confertum,Endangered,25.56249996026357,290.1736111111111
Arecaceae,Astrocaryum standleyanum,Least Concern,25.65670388992494,369.69972067039106
Anacardiaceae,Astronium graveolens,Least Concern,24.40438928555593,127.14503816793894
Arecaceae,Attalea rostrata,Least Concern,25.619859786048487,186.57632398753896
Melastomataceae,Axinaea costaricensis,Least Concern,15.116421620051065,215.3308823529412
Arecaceae,Bactris gasipaes,Least Concern,24.37951714478178,196.5841121495327
Fabaceae,Balizia elegans,Near Threatened,24.972222229447027,220.87626262626262
Moraceae,Batocarpus costaricensis,Least Concern,25.011419748573147,218.61574074074073
Fabaceae,Bauhinia ungulata,Least Concern,24.98940400985236,128.17879499217528
Lauraceae,Beilschmiedia alloiophylla,Least Concern,23.918888913260567,177.4611111111111
Lauraceae,Beilschmiedia costaricensis,Least Concern,19.03273809055931,157.49404761904762
Lauraceae,Beilschmiedia ovalis,Near Threatened,17.121783641346713,204.843567251462
Lauraceae,Beilschmiedia pendula,Least Concern,18.077866635799406,162.92866666666666
Melastomataceae,Bellucia grossularioides,Least Concern,25.94741310901928,200.97442733017377
Melastomataceae,Bellucia mespiloides,Least Concern,24.879395634700092,221.53754578754578
Melastomataceae,Bellucia pentamera,Least Concern,24.7213372438048,228.00444299956655
Euphorbiaceae,Bernardia nicaraguensis,Least Concern,24.006683150533796,135.45874587458746
Malvaceae,Bernoullia flammea,,,
Sapindaceae,Billia rosea,Least Concern,18.563618789072233,196.78508771929825
Bixaceae,Bixa orellana,Least Concern,24.565792117604875,169.57212505026135
Bixaceae,Bixa urucurana,,,
Ehretiaceae,Bourreria costaricensis,Least Concern,22.35235174838263,242.37985685071575
Ehretiaceae,Bourreria grayumii,Vulnerable,25.417187492052715,230.52083333333334
Ehretiaceae,Bourreria rinconensis,Endangered,25.915196063471775,262.86764705882354
Acanthaceae,Bravaisia integerrima,Least Concern,25.579960717667767,164.91175507531108
Violaceae,Bribria crenata,Vulnerable,25.715639208005445,251.42351598173516
Moraceae,Brosimum alicastrum,Least Concern,24.932196978366736,152.37247474747474
Moraceae,Brosimum costaricanum,Least Concern,25.338912403516176,234.9364406779661
Moraceae,Brosimum guianense,Least Concern,25.35579711423404,206.77427536231883
Moraceae,Brosimum lactescens,Least Concern,25.15174418978641,205.35829913360692
Moraceae,Brosimum utile,,,
Brunelliaceae,Brunellia costaricensis,Vulnerable,14.296666672494677,209.30833333333334
Malpighiaceae,Bunchosia argentea,Least Concern,23.335878228950882,219.59780439121755
Malpighiaceae,Bunchosia polystachia,Least Concern,23.85297618656562,210.13161375661375
Malpighiaceae,Bunchosia veluticarpa,Near Threatened,20.54289219426174,214.42892156862746
Burseraceae,Bursera simaruba,Least Concern,25.483595982663612,130.73209169054442
Burseraceae,Bursera tomentosa,Least Concern,24.668493144225494,133.00989345509893
Malpighiaceae,Byrsonima arthropoda,Least Concern,25.15606965449319,212.1910447761194
Malpighiaceae,Byrsonima crassifolia,Least Concern,24.588580003494588,145.79916191463624
Malpighiaceae,Byrsonima crispa,Least Concern,25.174732913318863,181.82451923076923
Icacinaceae,Calatola costaricensis,Least Concern,20.937956617915468,211.36558219178082
Icacinaceae,Calatola mollis,,,
Fabaceae,Calliandra trinervia,Least Concern,23.257022490438896,230.749531835206
Lamiaceae,Callicarpa acuminata,Least Concern,24.798263550031535,134.7997938471297
Calophyllaceae,Calophyllum brasiliense,Least Concern,23.810311463344778,151.162984006734
Calophyllaceae,Calophyllum mesoamericanum,,,
Rubiaceae,Calycophyllum candidissimum,Least Concern,25.448447720365586,141.90343137254902
Anacardiaceae,Campnosperma panamense,Least Concern,25.523500026067097,285.315
Capparaceae,Capparidastrum discolor,Least Concern,23.0012738765425,238.26008492569002
Capparaceae,Capparidastrum uniflorum,,,
Meliaceae,Carapa guianensis,Least Concern,,
Meliaceae,Carapa nicaraguensis,Least Concern,24.16314811706543,292.3586419753086
Caricaceae,Carica papaya,Data Deficient,,
Caryocaraceae,Caryocar costaricense,Endangered,25.34951687089487,255.73671497584542
Lauraceae,Caryodaphnopsis burgeri,Near Threatened,24.749418569165606,249.79457364341084
Salicaceae,Casearia aculeata,Least Concern,,
Salicaceae,Casearia arborea,Least Concern,23.799487026751514,181.18074748743717
Salicaceae,Casearia arguta,Least Concern,25.02636859741814,175.15206812652067
Salicaceae,Casearia bicolor,Least Concern,25.630775571477475,217.0984098409841
Salicaceae,Casearia coronata,Least Concern,23.814814794328477,250.78851851851852
Salicaceae,Casearia corymbosa,Least Concern,25.040664075005925,136.8777490297542
Salicaceae,Casearia laetioides,Least Concern,24.97358191981703,158.06442577030813
Salicaceae,Casearia povedae,,,
Salicaceae,Casearia praecox,Least Concern,26.47971888239604,150.50200803212851
Salicaceae,Casearia stjohnii,,,
Salicaceae,Casearia sylvestris,Least Concern,22.885936126670913,143.23912175648704
Salicaceae,Casearia tacanensis,Least Concern,21.0450320585798,231.1875
Salicaceae,Casearia tremula,Least Concern,25.96253042441505,119.51794403892944
Rutaceae,Casimiroa sapota,Least Concern,20.67272725565867,141.00804924242425
Fabaceae,Cassia grandis,Least Concern,25.260010263595085,155.62731006160163
Rhizophoraceae,Cassipourea elliptica,,,
Rhizophoraceae,Cassipourea killipii,,,
Moraceae,Castilla elastica,Least Concern,24.961111138009617,155.22222222222223
Moraceae,Castilla tunu,Least Concern,25.69673658695532,244.01340326340326
Urticaceae,Cecropia angustifolia,Least Concern,19.856765314086044,175.68199436222693
Urticaceae,Cecropia insignis,Least Concern,24.107142841782558,232.9187675070028
Urticaceae,Cecropia obtusifolia,Least Concern,23.597422118175,192.9140708915145
Urticaceae,Cecropia peltata,Least Concern,25.11869940555624,171.38564547206167
Meliaceae,Cedrela odorata,Vulnerable,,
Meliaceae,Cedrela salvadorensis,Least Concern,23.74767934068849,103.70569620253164
Meliaceae,Cedrela tonduzii,Least Concern,18.4952777588809,196.65740740740742
Malvaceae,Ceiba pentandra,Least Concern,,
Cannabaceae,Celtis schippii,,,
Fabaceae,Cenostigma eriostachys,Least Concern,25.79975560683309,93.16324535679374
Ochnaceae,Cespedesia spathulata,,,
Solanaceae,Cestrum microcalyx,Least Concern,22.67368866707468,231.13324873096445
Solanaceae,Cestrum racemosum,Least Concern,23.10640074061109,211.36317254174398
Solanaceae,Cestrum schlechtendalii,Least Concern,22.326499630668078,184.05140470766895
Olacaceae,Chaunochiton kappleri,Least Concern,25.664837404318295,204.87059620596204
Celastraceae,Cheiloclinium cognatum,Least Concern,24.42466141668191,169.44022940851298
Rubiaceae,Chimarrhis latifolia,Least Concern,25.626777687072753,246.89
Rubiaceae,Chimarrhis parviflora,Least Concern,24.71884057279946,266.454347826087
Oleaceae,Chionanthus panamensis,Least Concern,22.381343325572228,232.77487562189054
Rubiaceae,Chione venosa,Least Concern,23.45081454637953,219.98796992481203
Rubiaceae,Chomelia microloba,Least Concern,25.83306155515754,237.4891304347826
Rubiaceae,Chomelia recordii,Least Concern,25.562164756073347,215.8448275862069
Rubiaceae,Chomelia spinosa,Least Concern,26.06368079817127,158.78203040173725
Rubiaceae,Chomelia tenuiflora,Least Concern,24.307591967169785,207.30041518386713
Rubiaceae,Chomelia venulosa,Least Concern,23.340494816501934,269.35546875
Sapotaceae,Chromolucuma congestifolia,Least Concern,21.98407964326849,269.2910447761194
Clusiaceae,Chrysochlamys allenii,Least Concern,18.107675431067484,242.87938596491227
Clusiaceae,Chrysochlamys glauca,Least Concern,22.953619907344628,255.93024132730014
Clusiaceae,Chrysochlamys skutchii,Near Threatened,23.992467941381992,257.01121794871796
Sapotaceae,Chrysophyllum argenteum,Least Concern,24.940707595655272,196.7395566922421
Sapotaceae,Chrysophyllum brenesii,Least Concern,23.154509373729535,211.80050505050505
Sapotaceae,Chrysophyllum colombianum,Least Concern,24.707094638197272,244.63288288288288
Sapotaceae,Chrysophyllum hirsutum,Least Concern,22.177555571662054,255.1688888888889
Sapotaceae,Chrysophyllum venezuelanense,Least Concern,24.54428103413123,235.6435574229692
Rubiaceae,Cinchona pubescens,Least Concern,17.266527784049,147.39700854700854
Verbenaceae,Citharexylum costaricense,Least Concern,21.469886388742562,232.60700757575756
Moraceae,Clarisia biflora,Least Concern,23.177848638455615,199.24773242630386
Moraceae,Clarisia racemosa,Least Concern,24.62330136486857,192.32274180655475
Euphorbiaceae,Cleidion castaneifolium,Least Concern,24.308176116623468,207.62840670859538
Clethraceae,Clethra consimilis,Near Threatened,17.451190468810854,240.1279761904762
Clethraceae,Clethra costaricensis,,,
Clethraceae,Clethra gelida,Least Concern,10.982211560775072,183.98076923076923
Clethraceae,Clethra hondurensis,Least Concern,22.424841282102797,208.22857142857143
Clethraceae,Clethra lanata,,,
Clethraceae,Clethra pyrogena,Near Threatened,17.818229148785274,248.42708333333334
Pentaphylaceae,Cleyera theaeoides,,,
Clusiaceae,Clusia multiflora,Least Concern,16.675621741706475,171.45136381869233
Clusiaceae,Clusia rosea,Least Concern,23.10293649517039,151.82142857142858
Polygonaceae,Coccoloba acuminata,Least Concern,25.807023066894562,189.3820754716981
Polygonaceae,Coccoloba caracasana,Least Concern - to be submitted,,
Polygonaceae,Coccoloba floribunda,Least Concern,26.104120179475313,130.64374225526643
Polygonaceae,Coccoloba guanacastensis,Near Threatened,26.205701794540673,167.05701754385964
Polygonaceae,Coccoloba liportizii,Near Threatened,21.0132051663521,243.45128205128205
Polygonaceae,Coccoloba mollis,Least Concern,24.028208457456735,145.26675321463898
Polygonaceae,Coccoloba porphyrostachys,Near Threatened,21.63848487102624,262.4409090909091
Polygonaceae,Coccoloba tuerckheimii,Least Concern,24.135714307464752,244.18671679197996
Bixaceae,Cochlospermum vitifolium,Least Concern,25.222146677948718,123.92549976754998
Fabaceae,Cojoba arborea,Least Concern,22.70560028845069,167.5754026354319
Fabaceae,Cojoba catenata,Least Concern,24.120561598003775,264.3605072463768
Fabaceae,Cojoba costaricensis,Near Threatened,18.832232761682953,244.3317610062893
Fabaceae,Cojoba membranacea,,,
Rhamnaceae,Colubrina spinosa,Least Concern,24.69443493564379,279.17494292237444
Rhamnaceae,Colubrina triflora,Least Concern,22.5290137554892,74.49273700305811
Myristicaceae,Compsoneura excelsa,Least Concern,24.614688236364643,251.08213429256594
Myristicaceae,Compsoneura mexicana,Least Concern,25.266584569401733,263.61371100164206
Euphorbiaceae,Conceveiba pleiostemona,Least Concern,24.6588353718141,288.98493975903614
Rutaceae,Conchocarpus guyanensis,Least Concern,25.643431334402045,227.47549019607843
Rubiaceae,Condaminea corymbosa,Least Concern,21.460497560817448,180.1231796116505
Fabaceae,Copaifera camibar,Endangered,25.777623441484238,274.00154320987656
Cordiaceae,Cordia alliodora,Least Concern,,
Cordiaceae,Cordia bicolor,Least Concern,25.26578254714059,200.59819413092552
Cordiaceae,Cordia collococca,Least Concern,,
Cordiaceae,Cordia croatii,Least Concern,20.69259263674418,239.2574074074074
Cordiaceae,Cordia cymosa,Least Concern,22.667847771031337,255.86745406824147
Cordiaceae,Cordia dentata,,,
Cordiaceae,Cordia dwyeri,Least Concern,24.526014930672115,275.08012820512823
Cordiaceae,Cordia eriostigma,Least Concern,22.667965388401246,200.02597402597402
Cordiaceae,Cordia gerascanthus,Least Concern,25.589925374557723,105.33115671641791
Cordiaceae,Cordia lucidula,Least Concern,23.791715675241807,263.23627450980393
Cordiaceae,Cordia megalantha,Vulnerable,24.934848471121356,227.28787878787878
Cordiaceae,Cordia panamensis,,,
Chrysobalanaceae,Cordillera platycalyx,Least Concern,18.082575785993324,190.16161616161617
Cornaceae,Cornus disciflora,Least Concern,16.675692818273905,115.62915032679739
Lamiaceae,Cornutia pyramidata,Least Concern,23.46531773706992,157.9509892086331
Chrysobalanaceae,Couepia polyandra,Least Concern,24.770021983630325,147.4595709570957
Apocynaceae,Couma macrocarpa,Least Concern,25.791277791923946,229.32444444444445
Lecythidaceae,Couratari guianensis,Least Concern,25.677149229676186,230.25608272506082
Lecythidaceae,Couratari scottmorii,Endangered,25.434294862624927,251.4471153846154
Fabaceae,Coursetia elliptica,Least Concern,25.261890260184682,142.3810975609756
Urticaceae,Coussapoa parviceps,Least Concern,21.478537200452042,249.2158273381295
Urticaceae,Coussapoa villosa,Least Concern,23.984589043545398,212.20462328767124
Rubiaceae,Coussarea impetiolaris,Least Concern,24.91197913601285,275.00669642857144
Rubiaceae,Coutarea hexandra,Least Concern,23.570090247993722,122.32244283995186
Capparaceae,Crateva tapia,Least Concern,25.448727813924247,133.6282812729139
Bignoniaceae,Crescentia alata,Least Concern,25.030880288772476,93.82080723729993
Celastraceae,Crossopetalum parviflorum,Least Concern,24.489136488324753,211.95786908077994
Euphorbiaceae,Croton billbergianus,Least Concern,25.058897943677618,225.2289972899729
Euphorbiaceae,Croton draco,Least Concern,21.624235103671676,159.3839573268921
Euphorbiaceae,Croton mexicanus,,,
Euphorbiaceae,Croton niveus,Least Concern,24.574288311335366,110.6462215320911
Euphorbiaceae,Croton schiedeanus,Least Concern,24.795229678089402,217.52024440518258
Euphorbiaceae,Croton skutchii,,,
Euphorbiaceae,Croton smithianus,Least Concern,23.07971380535601,220.51767676767676
Euphorbiaceae,Croton tenuicaudatus,Least Concern,22.97196966229063,261.45454545454544
Arecaceae,Cryosophila warscewiczii,Least Concern,25.143119623722175,250.3679487179487
Sapindaceae,Cupania cinerea,Least Concern,24.571967599127028,195.8976851851852
Sapindaceae,Cupania dentata,update to add Costa Rica? (LC),,
Sapindaceae,Cupania glabra,Least Concern,23.45761792399767,161.01740139211137
Sapindaceae,Cupania guatemalensis,Least Concern,23.67687745088017,174.28557312252966
Sapindaceae,Cupania hirsuta,Least Concern,25.718548395300424,212.2728494623656
Sapindaceae,Cupania juglandifolia,Least Concern,23.665120318173543,218.3848797250859
Sapindaceae,Cupania livida,Least Concern,24.218928557918186,266.49880952380954
Sapindaceae,Cupania pseudostipularis,,,
Sapindaceae,Cupania rufescens,Least Concern,24.807555540579337,217.85703703703703
Sapindaceae,Cupania scrobiculata,,,
Cupressaceae,Cupressus lusitanica,,,
Annonaceae,Cymbopetalum costaricense,Least Concern,24.340976352522357,272.02564102564105
Fabaceae,Cynometra bauhiniifolia,Least Concern,26.407137170362702,182.0681818181818
Fabaceae,Cynometra hemitomophylla,Least Concern,25.629651176837065,256.5019379844961
Fabaceae,Cynometra retusa,Least Concern,25.42975488083035,215.16127450980392
Capparaceae,Cynophalla amplissima,,,
Fabaceae,Dalbergia retusa,Critically Endangered,,
Lauraceae,Damburneya cufodontisii,Least Concern,15.249421297951981,213.34201388888889
Lauraceae,Damburneya martinicensis,Least Concern,24.184420290447417,185.23033126293996
Lauraceae,Damburneya purpurea,Least Concern,23.237606076760727,194.00545454545454
Lauraceae,Damburneya salicina,Least Concern,20.57160258170886,199.37692307692308
Lauraceae,Damburneya smithii,Near Threatened,19.022820526514298,222.59230769230768
Lauraceae,Damburneya umbrosa,Least Concern,24.829277641067012,257.65456012913637
Thymelaeaceae,Daphnopsis americana,Least Concern,23.1459819038401,140.21201550387596
Thymelaeaceae,Daphnopsis costaricensis,,,
Fabaceae,Delonix regia,,,
Metteniusaceae,Dendrobangia boliviana,Least Concern,25.093400466095414,234.41191275167785
Araliaceae,Dendropanax arboreus,Least Concern,23.505894632593193,197.4298382889932
Araliaceae,Dendropanax caucanus,Least Concern,23.87223557440134,252.82051282051282
Araliaceae,Dendropanax globosus,Least Concern,20.640213181806164,266.3323643410853
Araliaceae,Dendropanax gonatopodus,Least Concern,21.256132052379584,231.8679245283019
Araliaceae,Dendropanax querceti,Least Concern,17.742650453139234,224.37152777777777
Annonaceae,Desmopsis schippii,Least Concern,24.00066964399247,218.05729166666666
Fabaceae,Dialium guianense,Least Concern,25.4421701606718,204.77717531629227
Dichapetalaceae,Dichapetalum axillare,Least Concern,23.760329830977653,274.8255208333333
Dichapetalaceae,Dichapetalum brenesii,Least Concern,18.44783952795429,245.380658436214
Dichapetalaceae,Dichapetalum donnell-smithii,Least Concern,23.316705587125643,166.5506230529595
Araliaceae,Didymopanax morototoni,Least Concern,24.29194510291281,173.1609984089101
Sapindaceae,Dilodendron costaricense,Least Concern,25.434591188370806,205
Sapindaceae,Dilodendron elegans,Near Threatened,23.835144886072133,183.6503623188406
Ebenaceae,Diospyros acapulcensis,,,
Ebenaceae,Diospyros juruensis,Least Concern,22.997982494454636,223.80438596491229
Ebenaceae,Diospyros nigra,Least Concern,23.802692955484623,155.3354537743851
Fabaceae,Diphysa americana,Least Concern,23.992307687972808,153.7948717948718
Fabaceae,Dipteryx panamensis,,,
Stemonuraceae,Discophora guianensis,Least Concern,24.976743342850494,225.6330365974283
Winteraceae,Drimys granadensis,Least Concern,13.948118272078364,155.07034050179212
Putrajivaceae,Drypetes brownii,Least Concern,24.051906793130993,215.2012711864407
Putrajivaceae,Drypetes standleyi,Least Concern,25.00134801981496,240.71936274509804
Annonaceae,Duguetia confusa,Least Concern,25.1334498856729,242.98951048951048
Annonaceae,Duguetia panamensis,Least Concern,24.881737587299753,260.3599290780142
Rubiaceae,Duroia costaricensis,Least Concern,25.5719924558673,263.8220551378446
Fabaceae,Dussia macroprophyllata,Least Concern,,
Clusiaceae,Dystovomita paniculata,Least Concern,23.225419457860173,271.7623042505593
Ehretiaceae,Ehretia latifolia,Least Concern,18.641430262978194,125.7482269503546
Rubiaceae,Elaeagia auriculata,Least Concern,19.72522523274293,259.71283783783787
Rubiaceae,Elaeagia glossostipula,Vulnerable,19.53791667620341,254.64166666666668
Rubiaceae,Elaeagia karstenii,Least Concern,19.602591066467326,171.7892156862745
Rubiaceae,Elaeagia myriantha,Least Concern,19.30442175843548,170.60714285714286
Sapotaceae,Elaeoluma glabrescens,Least Concern,26.070135384445063,225.34940778341794
Ochnaceae,Elvasia elvasioides,Least Concern,26.0119791328907,213.42881944444446
Lauraceae,Endlicheria formosa,Least Concern,24.104470506724383,210.61024305555554
Fabaceae,Enterolobium cyclocarpum,Least Concern,24.895428345819614,125.90739740820734
Passifloraceae,Erblichia odorata,Least Concern,24.10855357727465,195.83590308370043
Fabaceae,Erythrina berteroana,,23.901815989981554,173.88075060532688
Fabaceae,Erythrina costaricensis,Least Concern,24.5337546804871,230.0697565543071
Fabaceae,Erythrina lanceolata,Least Concern,20.789903838665058,178.5488782051282
Fabaceae,Erythrina poeppigiana,,,
Fabaceae,Erythrina steyermarkii,Least Concern,23.25102564249283,203.2294871794872
Erythroxyllaceae,Erythroxylum fimbriatum,Least Concern,24.835845614180844,225.4424019607843
Erythroxyllaceae,Erythroxylum havanense,Least Concern,25.618392661680037,123.59681769147788
Erythroxyllaceae,Erythroxylum macrophyllum,Least Concern,24.586027642520957,212.4649439102564
Escalloniaceae,Escallonia myrtilloides,,,
Lecythidaceae,Eschweilera calyculata,Least Concern,26.092844254728675,257.06340579710144
Lecythidaceae,Eschweilera collinsii,Near Threatened,25.63458780575824,267.52240143369175
Lecythidaceae,Eschweilera costaricensis,Near Threatened,25.833854185210335,299.27777777777777
Lecythidaceae,Eschweilera integrifolia,Least Concern,24.611501121085528,271.5202625570776
Rutaceae,Esenbeckia pentaphylla,Least Concern,25.259641482386478,146.5673449612403
Myrtaceae,Eugenia acapulcensis,Least Concern,24.187173620942783,149.94495213228896
Myrtaceae,Eugenia basilaris,Vulnerable,23.019444439146255,259.47222222222223
Myrtaceae,Eugenia cartagensis,Data Deficient,18.501831495718204,217.6584249084249
Myrtaceae,Eugenia chavarriae,Endangered,26.61354164282481,143.53645833333334
Myrtaceae,Eugenia costaricensis,Least Concern,20.540728251855295,194.37424924924926
Myrtaceae,Eugenia galalonensis,Least Concern,23.946852824366683,176.3125
Myrtaceae,Eugenia glandulosopunctata,Near Threatened,22.098809484451536,292.984126984127
Myrtaceae,Eugenia hammelii,Vulnerable,25.34208327929179,276.1458333333333
Myrtaceae,Eugenia hartshornii,Vulnerable,23.900297590664454,292.2470238095238
Myrtaceae,Eugenia hiraeifolia,Least Concern,24.999346368712796,163.68572984749454
Myrtaceae,Eugenia monteverdensis,Near Threatened,19.05476190930321,231.73214285714286
Myrtaceae,Eugenia monticola,Least Concern,23.49603773662879,157.52044025157232
Myrtaceae,Eugenia oerstediana,Least Concern,24.26400923935545,185.69916233391103
Myrtaceae,Eugenia sarapiquensis,Vulnerable,24.731944463871145,294.7453703703704
Myrtaceae,Eugenia siggersii,Least Concern,21.756144097969358,247.25564971751413
Myrtaceae,Eugenia truncata,Near Threatened,21.857704432505482,193.8820754716981
Arecaceae,Euterpe oleracea,,,
Arecaceae,Euterpe precatoria,Least Concern,24.471087282810828,215.49115876598947
Rubiaceae,Exostema caribaeum,Least Concern,25.346522879992293,95.75088028169014
Sapindaceae,Exothea paniculata,,,
Fabaceae,Fairchildia panamensis,,,
Rubiaceae,Faramea multiflora,Least Concern,22.705905070455746,190.33940397350995
Rubiaceae,Faramea occidentalis,,,
Rubiaceae,Faramea parvibractea,Least Concern,25.095947494245554,281.5730593607306
Rubiaceae,Ferdinandusa panamensis,Least Concern,25.36655246939289,308.6335616438356
Moraceae,Ficus americana,Least Concern,22.781894979016965,194.83424657534246
Moraceae,Ficus aurea,Least Concern,22.396588097435075,156.25113730355665
Moraceae,Ficus brevibracteata,Least Concern,22.205173756838974,263.63546603475515
Moraceae,Ficus caldasiana,Least Concern,20.071940947182572,212.41033755274262
Moraceae,Ficus colubrinae,Least Concern,23.994991292659968,240.6572299651568
